,val_loss,val_acc,loss,acc,lr
0,1.0184432495208013,0.7880289895193917,1.0139585138944092,0.7740804759598283,0.0010000000474974513
1,4.0016876345589045,0.5706332737491244,0.7477418202414083,0.8464470679167087,0.0010000000474974513
2,0.904339238291695,0.8204747920944577,0.6345142499006614,0.8751370323398125,0.0010000000474974513
3,0.7515249749024709,0.8693385010673886,0.6277305504317006,0.8764961617333549,0.0010000000474974513
4,0.5075401763121287,0.8894714372498649,0.42197306473892204,0.9220191495759147,9.999999747378752e-05
5,0.4908179782685779,0.8961517328307742,0.35849843209698085,0.9363782888367063,9.999999747378752e-05
6,0.4546120727346057,0.9128890151069278,0.3147974137275938,0.9444770797219857,9.999999747378752e-05
7,0.4194802152259009,0.9180598599570138,0.2868517871413912,0.950434840230084,9.999999747378752e-05
8,0.4586884883188066,0.9077062975792658,0.26637590412424983,0.9544569263382564,9.999999747378752e-05
9,0.4467579417285465,0.9136297333808172,0.2543617919796989,0.9566044454221372,9.999999747378752e-06
10,0.43922387063503265,0.9136700800486973,0.24462499055597517,0.9593681037110626,9.999999747378752e-06
11,0.4437020044951212,0.9137146728379386,0.2372894105378282,0.9599237110879686,9.999999747378752e-06
12,0.4477376363107136,0.9137384068398249,0.23401901701455394,0.9599181252812582,9.999999747378752e-06
13,0.45053119247867945,0.9130826081548419,0.22644674588763525,0.9615565901080136,9.999999747378752e-06
14,0.44686218883310047,0.9139566818873087,0.2249230175973877,0.9621380337331661,9.999999974752427e-07
15,0.45232400440034415,0.9134456259863717,0.2276447120088118,0.9611950601850238,9.999999974752427e-07
16,0.4631122549374898,0.9119233630952381,0.23456384757996868,0.9600249960939721,9.999999974752427e-07
17,0.45977719057173955,0.9126840148653302,0.244602996402632,0.9586209456125895,9.999999974752427e-07
18,0.45430664789109004,0.913177992616381,0.22386080499679323,0.9618266965977098,9.999999974752427e-07
19,0.438641919976189,0.9158334050859723,0.22524928782509748,0.9619591428489281,1.0000000116860974e-07
20,0.439633500008356,0.9158063672837757,0.22654109199841818,0.9616892971689739,1.0000000116860974e-07
21,0.4490255316098531,0.914083372978937,0.22437991946935654,0.9618220064375136,1.0000000116860974e-07
22,0.4550348080339886,0.9132985245613825,0.22283143798510233,0.9624761592143427,1.0000000116860974e-07
23,0.44947348606018794,0.9141379452887035,0.22334784659601392,0.9624077740800444,1.0000000116860974e-07
24,0.45366875259649186,0.9134233196576437,0.22790639812038058,0.9613518642370033,9.99999993922529e-09
25,0.456258088350296,0.9133407473564148,0.22946960392294738,0.9613676269849142,9.99999993922529e-09
26,0.45050429375398726,0.9138674764406114,0.24296481284514937,0.959398366471447,9.99999993922529e-09
27,0.4519547855570203,0.9136862073625837,0.24377189564799506,0.9590054652678273,9.99999993922529e-09
28,0.45282074383326937,0.9133070650554839,0.22566545758613202,0.9619124806116498,9.99999993922529e-09
29,0.4455371215229943,0.9147785504659017,0.21884600230783383,0.9629343880547417,9.999999717180685e-10
30,0.4485009199097043,0.9137844329788571,0.22953781536804935,0.9611478703362601,9.999999717180685e-10
31,0.44923220078150433,0.9138812337602887,0.23025348546013,0.9603121359512289,9.999999717180685e-10
32,0.44090603859651656,0.9154732511157081,0.22196544659516168,0.9624302860290285,9.999999717180685e-10
33,0.4497788789726439,0.9135187012808663,0.22328213298762287,0.9625432771980447,9.999999717180685e-10
34,0.44585604539939333,0.9146224373862857,0.22717011526778894,0.9615184708877846,1.000000013351432e-10
35,0.4572076236917859,0.9132738539150783,0.22022278169317852,0.9627427846666367,1.000000013351432e-10
36,0.44439061766579036,0.9148658570789155,0.22290032833972306,0.9626150888109964,1.000000013351432e-10
37,0.446595257236844,0.9145066539446512,0.22417168835641216,0.9623864753536446,1.000000013351432e-10
38,0.4474206765492757,0.9141099538121905,0.23024449532940275,0.961287382103148,1.000000013351432e-10
39,0.4537643101953325,0.9136624790373302,0.23273010859413754,0.960478110918923,9.999999960041972e-12
